year,univ_cd,gyosil_seq,gyosil_gb,inwon_jeonim_tot_gyosu,inwon_jeonim_tot_bugyosu,inwon_jeonim_tot_jogyosu,inwon_jeonim_male_tot,inwon_jeonim_female_tot,inwon_jeonim_tot_tot,inwon_bongyo,inwon_bijeonim_tot,inwon_jeonim_female_jogyosu,inwon_jeonim_female_bugyosu,inwon_jeonim_male_jogyosu,inwon_bi_euihakgwa,inwon_jeonim_male_gyosu,inwon_jeonim_female_gyosu,inwon_jeonim_male_bugyosu,inwon_bijeonim_imsang,inwon_bijeonim_yeongu,inwon_bijeonim_gita
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.443000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.443000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:50.220000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.458000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.458000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.458000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:53:45.290000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.866000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.765000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.546000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.796000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.842000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.782000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.333000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.847000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.852000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.806000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.828000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.858000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.683000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2018,UNIV12,45,45,91,44,36,136,35,171,77,0,12,11,24,7,79,12,33,0,0,0
2019-08-08 09:44:12.790000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.793000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.795000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.813000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.806000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.801000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.803000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.808000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.810000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:12.815000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.374000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.386000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.389000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2020-09-03 15:42:14.901000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,4,4,4,0,1,3,2,5,3,0,,,1,,2,2,,,,
2019,UNIV06,28,28,3,1,0,4,0,4,2,0,,,,,3,,1,,,
2020-09-03 15:42:14.901000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 16:01:18.341000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,12,12,1,0,0,1,0,1,1,0,,,,,1,,,,,
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,45,45,117,33,35,144,41,185,100,0,14,9,21,21,99,18,24,0,0,0
2020-09-03 16:01:18.341000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:42:14.886000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:53:02.678000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 16:01:18.341000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:43:05.757000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,34,34,1,2,0,3,0,3,1,0,,,,,1,,2,,,
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,43,43,89,28,32,114,35,149,91,0,14,8,18,0,76,13,20,0,0,0
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:53:02.662000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,35,35,2,1,0,2,1,3,,0,,,,,1,1,1,,,
2020-09-03 16:01:18.341000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 16:01:18.326000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV06,24,24,2,0,0,1,1,2,1,0,,,,,1,1,,,,
2020-09-03 16:01:18.341000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-03 15:42:14.901000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.005000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:17:14.542000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:17:55.787000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:21:02.863000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.021000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.021000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.021000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.021000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.036000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:13:50.036000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2019,UNIV38,17,17,26,5,6,14,23,37,0,0,4,3,2,0,10,16,2,0,0,0
2019,UNIV38,45,45,139,31,34,91,113,204,0,0,19,15,15,0,60,79,16,0,0,0
2020-09-07 16:30:18.542000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:25:30.720000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:25:30.736000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:25:30.736000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:25:30.736000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.915000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.915000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.931000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.931000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.931000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.931000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:26:00.931000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2019,UNIV38,43,43,113,26,28,77,90,167,0,0,15,12,13,0,50,63,14,0,0,0
2020-09-07 16:30:18.542000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.542000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.542000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.558000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-07 16:30:18.573000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-08 15:54:10.000000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.057000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:58.322000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.213000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:59.619000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.145000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019,UNIV03,44,44,0,2,2,2,2,4,0,0,0,2,2,4,0,0,0,0,0,0
2021-04-22 16:03:06.145000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.098000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.114000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.145000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.114000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.083000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-22 16:03:06.161000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019,UNIV03,35,35,4,0,0,2,2,4,,0,,,,,2,2,,,,
2021-04-22 16:03:06.130000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019,UNIV03,17,17,28,4,0,23,9,32,9,0,0,1,0,14,20,8,3,0,0,0
2021-04-22 16:03:06.083000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2021-04-23 14:16:04.844000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 13:21:22.814000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.974000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:28:07.336000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:26:59.858000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.988000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019,UNIV19,5,5,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2021-04-23 14:34:13.986000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 13:23:01.838000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:35:17.973000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:16:04.842000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:35:17.975000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:25:16.747000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019,UNIV19,43,43,65,27,31,102,21,123,0,50,12,7,19,0,63,2,20,50,0,1
2021-04-23 13:21:22.788000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 13:21:22.803000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:35:17.970000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:16:04.847000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.991000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019,UNIV19,45,45,94,29,34,131,26,157,0,52,14,8,20,11,90,4,21,52,0,1
2021-04-23 13:21:22.743000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:25:16.750000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.978000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.976000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:26:59.860000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.993000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019,UNIV19,17,17,29,2,3,29,5,34,0,0,2,1,1,11,27,2,1,0,0,0
2021-04-23 14:16:04.851000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:35:17.977000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:24:46.234000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:25:31.651000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:34:13.982000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:24:10.529000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019,UNIV19,1,1,4,0,0,4,0,4,0,0,0,0,0,3,4,0,0,0,0,0
2021-04-23 14:34:13.984000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-04-23 14:21:30.237000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-05-06 14:55:30.575000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-05-03 17:10:33.136000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-06-21 10:25:28.402000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 10:25:28.405000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 10:25:28.407000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 10:25:28.409000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 10:25:28.410000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 09:22:16.939000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2018,UNIV08,43,43,281,70,32,296,87,383,347,0,19,23,13,0,236,45,47,0,0,0
2021-06-21 09:22:16.943000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 09:22:16.945000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 09:22:16.965000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 09:22:16.968000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-06-21 09:22:16.971000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,,,,,
2021-07-14 16:35:16.083000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,,,,,
2021-07-14 16:35:16.085000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,,,,,
2020,UNIV07,2,2,8,2,0,9,1,10,2,0,,,,8,7,1,2,,,
2021-09-07 14:28:00.328000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 10:43:43.807000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2020,UNIV05,1,1,3,1,1,3,2,5,3,0,,1,1,2,2,1,,,,
2021-09-07 15:03:25.503000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 15:03:25.503000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,35,35,3,2,1,3,3,6,4,0,,2,1,,2,1,,,,
2020,UNIV07,3,3,9,0,0,8,1,9,3,0,,,,6,8,1,,,,
2020,UNIV07,24,24,2,1,1,2,2,4,4,0,,1,1,,1,1,,,,
2020,UNIV07,143,43,144,51,40,184,51,235,188,0,18,16,22,0,127,17,35,0,0,0
2020,UNIV07,33,33,1,1,0,2,0,2,1,0,,,,,1,,1,,,
2021-09-06 10:00:46.233000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,42,42,0,0,0,0,0,0,,0,,,,,,,,,,
2020,UNIV07,1,1,4,1,1,4,2,6,2,0,,,1,3,2,2,1,,,
2021-09-07 14:31:47.461000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,145,45,180,65,45,224,66,290,208,0,20,22,25,33,156,24,43,0,0,0
2021-09-13 14:17:52.748000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 14:27:01.973000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 14:39:42.778000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 11:50:37.100000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,48,48,2,2,1,4,1,5,5,0,,1,1,,2,,1,,,
2021-09-07 14:50:26.695000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 14:36:52.068000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,37,37,1,1,0,2,0,2,2,0,0,0,0,0,1,0,1,0,0,0
2021-09-07 14:41:06.822000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 16:53:15.842000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 16:23:42.751000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 09:59:22.521000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 14:46:24.068000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,41,41,1,0,0,1,0,1,1,0,,,,,1,,,,,
2020,UNIV07,117,17,35,10,5,38,12,50,20,0,2,4,3,29,29,6,6,0,0,0
2021-09-13 14:17:52.764000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,34,34,1,0,2,2,1,3,,0,1,,1,,1,,,,,
2020,UNIV07,16,16,0,1,1,0,2,2,1,0,1,1,,1,,,,,,
2020,UNIV07,12,12,0,1,0,1,0,1,1,0,,,,,,,1,,,
2020,UNIV07,7,7,3,1,1,5,0,5,5,0,,,1,,3,,1,,,
2021-09-07 15:42:52.220000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 10:00:58.004000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020,UNIV07,13,13,0,0,1,0,1,1,1,0,1,,,,,,,,,
2020,UNIV07,15,15,0,0,0,0,0,0,,0,,,,,,,,,,
2021-09-13 14:17:52.764000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-07 14:35:21.142000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-13 14:17:52.764000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-06 10:04:36.107000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2021-09-08 20:56:45.136000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-08 20:52:09.098000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-06 10:42:42.679000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2020,UNIV05,15,15,1,1,1,3,0,3,3,0,,,1,2,1,,1,,,
2020,UNIV05,37,37,3,1,0,4,0,4,4,0,0,0,0,0,3,0,1,0,0,0
2020,UNIV05,34,34,1,2,1,2,2,4,4,0,1,1,,,1,,1,,,
2020,UNIV05,11,11,1,0,1,2,0,2,2,0,0,0,1,2,1,0,0,0,0,0
2021-09-08 20:56:13.278000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-06 10:41:40.297000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-06 13:52:39.767000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-08 20:59:13.285000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2020,UNIV05,117,17,30,10,10,31,19,50,46,0,4,6,6,12,21,9,4,0,0,0
2020,UNIV05,41,41,0,0,1,0,1,1,,,1,,,,,,,,,
2020,UNIV05,8,8,2,1,0,2,1,3,2,0,0,1,0,2,2,0,0,0,0,0
2020,UNIV05,35,35,3,0,2,2,3,5,3,0,2,0,0,0,2,1,0,0,0,0
2020,UNIV05,143,43,98,58,90,190,56,246,186,0,34,12,56,1,88,10,46,0,0,0
2020,UNIV05,38,38,0,0,2,1,1,2,2,0,1,,1,,,,,,,
2021-09-08 20:55:21.655000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2021-09-08 20:54:45.767000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,,,,,
2020,UNIV05,33,33,3,1,2,6,0,6,6,0,,,2,,3,,1,,,
